"project","branch","date","author","message"
"salsa-ui","main","Sat Apr 5 00:33:06 2025 -0600","flavioespinoza","clean"
"salsa-ui","main","Sat Apr 5 00:32:24 2025 -0600","Flavio Espinoza","Merge pull request #4 from flavioespinoza/checkbox"
"salsa-ui","main","Sat Apr 5 00:32:07 2025 -0600","flavioespinoza","add: Checkbox"
"salsa-ui","main","Fri Apr 4 23:30:40 2025 -0600","flavioespinoza","1.0.32"
"salsa-ui","main","Fri Apr 4 23:30:18 2025 -0600","flavioespinoza","fix: Tailwind hsl var conflict"
"salsa-ui","main","Fri Apr 4 17:33:24 2025 -0600","flavioespinoza","1.0.31"
"salsa-ui","main","Fri Apr 4 17:33:15 2025 -0600","flavioespinoza","fix: Tooltip"
"salsa-ui","main","Fri Apr 4 17:32:01 2025 -0600","flavioespinoza","1.0.30"
"salsa-ui","main","Fri Apr 4 17:31:56 2025 -0600","flavioespinoza","docs"
"salsa-ui","main","Fri Apr 4 17:30:42 2025 -0600","flavioespinoza","1.0.29"
"salsa-ui","main","Fri Apr 4 17:30:33 2025 -0600","flavioespinoza","clean"
"salsa-ui","main","Fri Apr 4 17:30:21 2025 -0600","flavioespinoza","fix: Tooltip"
"salsa-ui","main","Fri Apr 4 17:23:51 2025 -0600","flavioespinoza","docs: Update Tooltip.md"
"salsa-ui","main","Fri Apr 4 17:20:24 2025 -0600","flavioespinoza","1.0.28"
"salsa-ui","main","Fri Apr 4 17:20:11 2025 -0600","flavioespinoza","fix: Tooltip export and structure"
"salsa-ui","main","Fri Apr 4 17:13:38 2025 -0600","flavioespinoza","1.0.27"
"salsa-ui","main","Fri Apr 4 17:12:35 2025 -0600","flavioespinoza","1.0.26"
"salsa-ui","main","Fri Apr 4 17:12:15 2025 -0600","flavioespinoza","1.0.25"
"salsa-ui","main","Fri Apr 4 17:12:09 2025 -0600","flavioespinoza","fix: Tooltip export"
"salsa-ui","main","Fri Apr 4 17:09:22 2025 -0600","flavioespinoza","1.0.24"
"salsa-ui","main","Fri Apr 4 17:09:18 2025 -0600","flavioespinoza","change: Added Tooltip removed Popover. Popover was not woking correctly."
"salsa-ui","main","Fri Apr 4 16:41:04 2025 -0600","flavioespinoza","1.0.23"
"salsa-ui","main","Fri Apr 4 16:40:59 2025 -0600","flavioespinoza","add: static variant to button. static has no classes."
"salsa-ui","main","Sun Mar 30 08:47:13 2025 -0600","flavioespinoza","1.0.22"
"salsa-ui","main","Sun Mar 30 08:46:59 2025 -0600","flavioespinoza","add: Textarea component"
"salsa-ui","main","Sun Mar 30 08:31:22 2025 -0600","flavioespinoza","1.0.21"
"salsa-ui","main","Sun Mar 30 08:31:10 2025 -0600","flavioespinoza","fix: Toast bg color"
"salsa-ui","main","Sun Mar 30 08:27:05 2025 -0600","flavioespinoza","1.0.20"
"salsa-ui","main","Sun Mar 30 08:19:59 2025 -0600","flavioespinoza","1.0.19"
"salsa-ui","main","Sun Mar 30 08:19:51 2025 -0600","flavioespinoza","fix: import CONTRIBUTING.md README.md components.json dist docs next-env.d.ts next.config.mjs node_modules package.json postcss.config.cjs public release.config.js salsa-ui-files-2025-03-30.txt salsa-ui-structure-2025-03-30.txt src tailwind.config.ts tsconfig.json yarn.lock as React from react for Toaster Provider"
"salsa-ui","main","Sun Mar 30 05:49:14 2025 -0600","flavioespinoza","1.0.18"
"salsa-ui","main","Sun Mar 30 05:48:24 2025 -0600","Flavio Espinoza","Merge pull request #3 from flavioespinoza/toast"
"salsa-ui","main","Sun Mar 30 05:47:17 2025 -0600","flavioespinoza","feat(ui): Implement responsive SideNav component"
"salsa-ui","main","Sun Mar 30 04:36:23 2025 -0600","flavioespinoza","1.0.17"
"salsa-ui","main","Sun Mar 30 04:36:16 2025 -0600","flavioespinoza","fix: FluidButton export"
"salsa-ui","main","Sun Mar 30 04:31:05 2025 -0600","flavioespinoza","1.0.16"
"salsa-ui","main","Sun Mar 30 04:30:49 2025 -0600","flavioespinoza","fix: FluidButton component exported properly."
"salsa-ui","main","Sun Mar 30 04:12:59 2025 -0600","flavioespinoza","1.0.15"
"salsa-ui","main","Sun Mar 30 04:12:37 2025 -0600","Flavio Espinoza","Merge pull request #2 from flavioespinoza/button-fluid"
"salsa-ui","main","Sun Mar 30 04:11:45 2025 -0600","flavioespinoza","feat: ButtonFluid component added + docs"
"salsa-ui","main","Sun Mar 30 00:59:47 2025 -0600","flavioespinoza","update: NPM scripts"
"salsa-ui","main","Wed Mar 26 15:34:23 2025 -0600","flavioespinoza","1.0.14"
"salsa-ui","main","Wed Mar 26 15:34:19 2025 -0600","flavioespinoza","fix: Button variants and size"
"salsa-ui","main","Wed Mar 26 15:22:27 2025 -0600","flavioespinoza","1.0.13"
"salsa-ui","main","Wed Mar 26 15:22:22 2025 -0600","flavioespinoza","update: Readme"
"salsa-ui","main","Wed Mar 26 15:17:10 2025 -0600","flavioespinoza","1.0.12"
"salsa-ui","main","Wed Mar 26 15:17:05 2025 -0600","flavioespinoza","update: Readme"
"salsa-ui","main","Wed Mar 26 15:13:29 2025 -0600","flavioespinoza","1.0.11"
"salsa-ui","main","Wed Mar 26 15:13:22 2025 -0600","flavioespinoza","update: Readme"
"salsa-ui","main","Wed Mar 26 15:11:29 2025 -0600","flavioespinoza","1.0.10"
"salsa-ui","main","Wed Mar 26 15:11:24 2025 -0600","flavioespinoza","update: Readme"
"salsa-ui","main","Wed Mar 26 15:08:28 2025 -0600","flavioespinoza","removed: .github workflows"
"salsa-ui","main","Wed Mar 26 15:06:59 2025 -0600","flavioespinoza","1.0.9"
"salsa-ui","main","Wed Mar 26 15:06:51 2025 -0600","flavioespinoza","update: Readme"
"salsa-ui","main","Wed Mar 26 14:58:37 2025 -0600","flavioespinoza","remove: Workflow deploy-docs.yml redundant"
"salsa-ui","main","Wed Mar 26 14:56:44 2025 -0600","flavioespinoza","chore: fix NPM_TOKEN error"
"salsa-ui","main","Wed Mar 26 14:53:29 2025 -0600","flavioespinoza","fix: Docs removed"
"salsa-ui","main","Wed Mar 26 14:50:45 2025 -0600","flavioespinoza","fix: Docs .md"
"salsa-ui","main","Wed Mar 26 14:47:46 2025 -0600","flavioespinoza","chore: retry release after setting NPM_TOKEN"
"salsa-ui","main","Wed Mar 26 14:41:11 2025 -0600","flavioespinoza","feat: initial release automation setup"
"salsa-ui","main","Wed Mar 26 14:38:58 2025 -0600","Flavio Espinoza","Merge pull request #1 from flavioespinoza/chore/setup-release-automation"
"salsa-ui","main","Wed Mar 26 14:36:48 2025 -0600","flavioespinoza","chore(ci): set up semantic release and GitHub publishing"
"salsa-ui","main","Wed Mar 26 14:10:58 2025 -0600","flavioespinoza","Update next.config.mjs to include styled-components and SWC transforms configuration."
"salsa-ui","main","Wed Mar 26 14:06:46 2025 -0600","flavioespinoza","add: Github actions"
"salsa-ui","main","Wed Mar 26 14:04:00 2025 -0600","flavioespinoza","docs"
"salsa-ui","main","Wed Mar 26 14:01:16 2025 -0600","flavioespinoza","first commit"
"salsa-ui","main","Wed Mar 26 13:46:52 2025 -0600","flavioespinoza","reset: Reset"
"salsa-ui","main","Wed Mar 26 12:14:25 2025 -0600","flavioespinoza","fix: Restored NPM packages"
"salsa-ui","main","Wed Mar 26 12:01:57 2025 -0600","flavioespinoza","add: Yarn lock file"
"side-nav","button-colors","Sat Apr 5 09:45:00 2025 -0600","flavioespinoza","first commit"
"web-console","main","Tue Mar 4 07:39:48 2025 -0700","Flavio Espinoza","Merge pull request #493 from blocklessnetwork/snyk-fix-b90b0c329b7e719a892705901e8ed64e"
"web-console","main","Tue Jan 7 12:08:50 2025 -0700","Flavio Espinoza","Changed all string instances of Blockless to Bless. (#484)"
